secucode,code,name,industry,market,listing_date
603236.SH,603236,移远通信,通信设备,主板,2019-07-16
603327.SH,603327,福蓉科技,元器件,主板,2019-05-23
603956.SH,603956,威派格,专用机械,主板,2019-02-22
600989.SH,600989,宝丰能源,化工原料,主板,2019-05-16
603115.SH,603115,海星股份,铝,主板,2019-08-09
603982.SH,603982,泉峰汽车,汽车配件,主板,2019-05-22
603786.SH,603786,科博达,汽车配件,主板,2019-10-15
301168.SZ,301168,通灵股份,电气设备,创业板,2021-12-10
603530.SH,603530,神马电力,电气设备,主板,2019-08-05
300823.SZ,300823,建科智能,专用机械,创业板,2020-03-19
300851.SZ,300851,交大思诺,运输设备,创业板,2020-07-17
601077.SH,601077,渝农商行,银行,主板,2019-10-29
002930.SZ,002930,宏川智慧,仓储物流,主板,2018-03-28
002982.SZ,002982,湘佳股份,农业综合,主板,2020-04-24
601138.SH,601138,工业富联,通信设备,主板,2018-06-08
601615.SH,601615,明阳智能,电气设备,主板,2019-01-23
300782.SZ,300782,卓胜微,半导体,创业板,2019-06-18
301015.SZ,301015,百洋医药,医药商业,创业板,2021-06-30
603992.SH,603992,松霖科技,家居用品,主板,2019-08-26
300792.SZ,300792,壹网壹创,互联网,创业板,2019-09-27
002962.SZ,002962,五方光电,元器件,主板,2019-09-17
002984.SZ,002984,森麒麟,汽车配件,主板,2020-09-11
605299.SH,605299,舒华体育,文教休闲,主板,2020-12-15
002933.SZ,002933,新兴装备,航空,主板,2018-08-28
300790.SZ,300790,宇瞳光学,元器件,创业板,2019-09-20
002959.SZ,002959,小熊电器,家用电器,主板,2019-08-23
300796.SZ,300796,贝斯美,农药化肥,创业板,2019-11-15
603815.SH,603815,交建股份,建筑工程,主板,2019-10-21
603551.SH,603551,奥普科技,家居用品,主板,2020-01-15
601963.SH,601963,重庆银行,银行,主板,2021-02-05
002955.SZ,002955,鸿合科技,IT设备,主板,2019-05-23
603995.SH,603995,甬金股份,特种钢,主板,2019-12-24
300860.SZ,300860,锋尚文化,文教休闲,创业板,2020-08-24
603053.SH,603053,成都燃气,供气供热,主板,2019-12-17
300797.SZ,300797,钢研纳克,电器仪表,创业板,2019-11-01
300805.SZ,300805,电声股份,广告包装,创业板,2019-11-21
002963.SZ,002963,豪尔赛,装修装饰,主板,2019-10-28
300793.SZ,300793,佳禾智能,IT设备,创业板,2019-10-18
002973.SZ,002973,侨银股份,环境保护,主板,2020-01-06
003816.SZ,003816,中国广核,新型电力,主板,2019-08-26
603529.SH,603529,爱玛科技,摩托车,主板,2021-06-15
603489.SH,603489,八方股份,电气设备,主板,2019-11-11
300808.SZ,300808,久量股份,家用电器,创业板,2019-11-29
603390.SH,603390,通达电气,汽车配件,主板,2019-11-25
605368.SH,605368,蓝天燃气,供气供热,主板,2021-01-29
002969.SZ,002969,嘉美包装,广告包装,主板,2019-12-02
300869.SZ,300869,康泰医学,医疗保健,创业板,2020-08-24
300819.SZ,300819,聚杰微纤,纺织,创业板,2020-03-12
603719.SH,603719,良品铺子,食品,主板,2020-02-24
605339.SH,605339,南侨食品,食品,主板,2021-05-18
300802.SZ,300802,矩子科技,专用机械,创业板,2019-11-14
003043.SZ,003043,华亚智能,半导体,主板,2021-04-06
603950.SH,603950,长源东谷,汽车配件,主板,2020-05-26
002968.SZ,002968,新大正,房产服务,主板,2019-12-03
603610.SH,603610,麒盛科技,家居用品,主板,2019-10-29
301020.SZ,301020,密封科技,汽车配件,创业板,2021-07-06
300809.SZ,300809,华辰装备,机床制造,创业板,2019-12-04
002971.SZ,002971,和远气体,化工原料,主板,2020-01-13
601609.SH,601609,金田股份,铜,主板,2020-04-22
300825.SZ,300825,阿尔特,汽车服务,创业板,2020-03-27
603195.SH,603195,公牛集团,家用电器,主板,2020-02-06
605090.SH,605090,九丰能源,供气供热,主板,2021-05-25
300815.SZ,300815,玉禾田,环境保护,创业板,2020-01-23
002972.SZ,002972,科安达,运输设备,主板,2019-12-27
300816.SZ,300816,艾可蓝,汽车配件,创业板,2020-02-10
002977.SZ,002977,*ST天箭,通信设备,主板,2020-03-17
603290.SH,603290,斯达半导,半导体,主板,2020-02-04
603948.SH,603948,建业股份,化工原料,主板,2020-03-02
300858.SZ,300858,科拓生物,食品,创业板,2020-07-27
600956.SH,600956,新天绿能,供气供热,主板,2020-06-29
002980.SZ,002980,华盛昌,电器仪表,主板,2020-04-15
300830.SZ,300830,金现代,软件服务,创业板,2020-05-06
300826.SZ,300826,测绘股份,建筑工程,创业板,2020-04-03
300898.SZ,300898,熊猫乳品,乳制品,创业板,2020-10-16
605128.SH,605128,上海沿浦,汽车配件,主板,2020-09-15
300812.SZ,300812,易天股份,专用机械,创业板,2020-01-09
300821.SZ,300821,东岳硅材,化工原料,创业板,2020-03-12
300892.SZ,300892,品渥食品,乳制品,创业板,2020-09-24
300928.SZ,300928,华安鑫创,汽车配件,创业板,2021-01-06
300861.SZ,300861,美畅股份,矿物制品,创业板,2020-08-24
605289.SH,605289,罗曼股份,建筑工程,主板,2021-04-26
601696.SH,601696,中银证券,证券,主板,2020-02-26
002975.SZ,002975,博杰股份,专用机械,主板,2020-02-05
605111.SH,605111,新洁能,半导体,主板,2020-09-28
605358.SH,605358,立昂微,半导体,主板,2020-09-11
603221.SH,603221,爱丽家居,家居用品,主板,2020-03-23
300833.SZ,300833,浩洋股份,专用机械,创业板,2020-05-20
605198.SH,605198,安德利,软饮料,主板,2020-09-18
603439.SH,603439,三力制药,中成药,主板,2020-04-28
300840.SZ,300840,酷特智能,服饰,创业板,2020-07-08
300831.SZ,300831,派瑞股份,半导体,创业板,2020-05-07
002985.SZ,002985,北摩高科,航空,主板,2020-04-29
601975.SH,601975,招商南油,水运,主板,2019-01-08
605333.SH,605333,沪光股份,汽车配件,主板,2020-08-18
601827.SH,601827,三峰环境,环境保护,主板,2020-06-05
601778.SH,601778,晶科科技,新型电力,主板,2020-05-19
601702.SH,601702,华峰铝业,铝,主板,2020-09-07
605288.SH,605288,凯迪股份,电气设备,主板,2020-06-01
300836.SZ,300836,佰奥智能,专用机械,创业板,2020-05-28
002976.SZ,002976,瑞玛精密,汽车配件,主板,2020-03-06
001313.SZ,001313,粤海饲料,饲料,主板,2022-02-16
300842.SZ,300842,帝科股份,电气设备,创业板,2020-06-18
002983.SZ,002983,芯瑞达,元器件,主板,2020-04-28
300841.SZ,300841,康华生物,生物制药,创业板,2020-06-16
300838.SZ,300838,浙江力诺,机械基件,创业板,2020-06-08
601598.SH,601598,中国外运,仓储物流,主板,2019-01-18
300822.SZ,300822,贝仕达克,元器件,创业板,2020-03-13
003008.SZ,003008,开普检测,电气设备,主板,2020-09-23
300843.SZ,300843,胜蓝股份,元器件,创业板,2020-07-02
002987.SZ,002987,京北方,软件服务,主板,2020-05-07
002993.SZ,002993,奥海科技,元器件,主板,2020-08-17
603565.SH,603565,中谷物流,水运,主板,2020-09-25
605008.SH,605008,长鸿高科,橡胶,主板,2020-08-21
002986.SZ,002986,宇新股份,化工原料,主板,2020-06-02
603095.SH,603095,越剑智能,纺织机械,主板,2020-04-15
300846.SZ,300846,首都在线,软件服务,创业板,2020-07-01
605001.SH,605001,威奥股份,运输设备,主板,2020-05-22
605100.SH,605100,华丰股份,机械基件,主板,2020-08-11
002988.SZ,002988,豪美新材,铝,主板,2020-05-18
002991.SZ,002991,甘源食品,食品,主板,2020-07-31
605188.SH,605188,国光连锁,超市连锁,主板,2020-07-28
300862.SZ,300862,蓝盾光电,电器仪表,创业板,2020-08-24
300850.SZ,300850,新强联,机械基件,创业板,2020-07-13
605166.SH,605166,聚合顺,化纤,主板,2020-06-18
605050.SH,605050,福然德,仓储物流,主板,2020-09-24
605168.SH,605168,三人行,互联网,主板,2020-05-28
605389.SH,605389,长龄液压,机械基件,主板,2021-03-22
003009.SZ,003009,中天火箭,航空,主板,2020-09-25
605366.SH,605366,宏柏新材,化工原料,主板,2020-08-12
301372.SZ,301372,科净源,环境保护,创业板,2023-08-11
301237.SZ,301237,和顺科技,塑料,创业板,2022-03-23
002990.SZ,002990,盛视科技,软件服务,主板,2020-05-25
605118.SH,605118,力鼎光电,元器件,主板,2020-07-30
003032.SZ,003032,*ST传智,文教休闲,主板,2021-01-12
300910.SZ,300910,瑞丰新材,化工原料,创业板,2020-11-27
300866.SZ,300866,安克创新,元器件,创业板,2020-08-24
300852.SZ,300852,四会富仕,元器件,创业板,2020-07-13
300863.SZ,300863,卡倍亿,汽车配件,创业板,2020-08-24
003027.SZ,003027,同兴科技,环境保护,主板,2020-12-18
605099.SH,605099,共创草坪,文教休闲,主板,2020-09-30
300871.SZ,300871,回盛生物,农业综合,创业板,2020-08-24
002998.SZ,002998,优彩资源,化纤,主板,2020-09-25
300855.SZ,300855,图南股份,小金属,创业板,2020-07-23
300856.SZ,300856,科思股份,日用化工,创业板,2020-07-22
301073.SZ,301073,君亭酒店,酒店餐饮,创业板,2021-09-30
300885.SZ,300885,海昌新材,机械基件,创业板,2020-09-10
002997.SZ,002997,瑞鹄模具,汽车配件,主板,2020-09-03
003021.SZ,003021,兆威机电,元器件,主板,2020-12-04
003001.SZ,003001,中岩大地,建筑工程,主板,2020-10-13
605228.SH,605228,神通科技,汽车配件,主板,2021-01-20
300857.SZ,300857,协创数据,IT设备,创业板,2020-07-27
605388.SH,605388,均瑶健康,乳制品,主板,2020-08-18
605066.SH,605066,天正电气,电气设备,主板,2020-08-07
300978.SZ,300978,东箭科技,汽车配件,创业板,2021-04-26
605180.SH,605180,华生科技,纺织,主板,2021-04-30
605222.SH,605222,起帆电缆,电气设备,主板,2020-07-31
603408.SH,603408,建霖家居,家居用品,主板,2020-07-30
300889.SZ,300889,爱克股份,电气设备,创业板,2020-09-16
300875.SZ,300875,捷强装备,专用机械,创业板,2020-08-24
301172.SZ,301172,君逸数码,软件服务,创业板,2023-07-26
605009.SH,605009,豪悦护理,造纸,主板,2020-09-11
605169.SH,605169,洪通燃气,供气供热,主板,2020-10-30
605398.SH,605398,新炬网络,软件服务,主板,2021-01-21
300880.SZ,300880,迦南智能,电器仪表,创业板,2020-09-01
605116.SH,605116,奥锐特,化学制药,主板,2020-09-21
605318.SH,605318,法狮龙,其他建材,主板,2020-08-03
605123.SH,605123,派克新材,航空,主板,2020-08-25
605399.SH,605399,晨光新材,化工原料,主板,2020-08-04
605003.SH,605003,众望布艺,纺织,主板,2020-09-08
605369.SH,605369,拱东医疗,医疗保健,主板,2020-09-16
003013.SZ,003013,地铁设计,建筑工程,主板,2020-10-22
601665.SH,601665,齐鲁银行,银行,主板,2021-06-18
003019.SZ,003019,宸展光电,元器件,主板,2020-11-17
301395.SZ,301395,仁信新材,化工原料,创业板,2023-07-03
301418.SZ,301418,协昌科技,电气设备,创业板,2023-08-21
300873.SZ,300873,海晨股份,仓储物流,创业板,2020-08-24
300901.SZ,300901,中胤时尚,服饰,创业板,2020-10-29
300870.SZ,300870,欧陆通,电气设备,创业板,2020-08-24
003022.SZ,003022,联泓新科,化工原料,主板,2020-12-08
605377.SH,605377,华旺科技,造纸,主板,2020-12-28
605500.SH,605500,森林包装,造纸,主板,2020-12-22
605218.SH,605218,伟时电子,元器件,主板,2020-09-28
605199.SH,605199,ST葫芦娃,中成药,主板,2020-07-10
300922.SZ,300922,天秦装备,专用机械,创业板,2020-12-25
300927.SZ,300927,江天化学,化工原料,创业板,2021-01-07
605177.SH,605177,东亚药业,化学制药,主板,2020-11-25
301220.SZ,301220,亚香股份,化工原料,创业板,2022-06-22
603102.SH,603102,百合股份,医疗保健,主板,2022-01-25
605133.SH,605133,嵘泰股份,汽车配件,主板,2021-02-24
300939.SZ,300939,秋田微,元器件,创业板,2021-01-28
605255.SH,605255,天普股份,汽车配件,主板,2020-08-25
300864.SZ,300864,南大环境,环境保护,创业板,2020-08-24
300952.SZ,300952,恒辉安防,纺织,创业板,2021-03-11
003000.SZ,003000,劲仔食品,食品,主板,2020-09-14
301199.SZ,301199,迈赫股份,专用机械,创业板,2021-12-07
301007.SZ,301007,德迈仕,汽车配件,创业板,2021-06-16
300876.SZ,300876,蒙泰高新,化纤,创业板,2020-08-24
301051.SZ,301051,信濠光电,元器件,创业板,2021-08-27
601568.SH,601568,北元化工,化工原料,主板,2020-10-20
003011.SZ,003011,海象新材,家居用品,主板,2020-09-30
300941.SZ,300941,创识科技,IT设备,创业板,2021-02-09
300982.SZ,300982,苏文电能,建筑工程,创业板,2021-04-27
300933.SZ,300933,中辰股份,电气设备,创业板,2021-01-22
605007.SH,605007,五洲特纸,造纸,主板,2020-11-10
300931.SZ,300931,通用电梯,运输设备,创业板,2021-01-21
003005.SZ,003005,竞业达,软件服务,主板,2020-09-22
605077.SH,605077,华康股份,食品,主板,2021-02-09
605055.SH,605055,迎丰股份,纺织,主板,2021-01-29
003023.SZ,003023,彩虹集团,家用电器,主板,2020-12-11
003007.SZ,003007,直真科技,软件服务,主板,2020-09-23
605186.SH,605186,健麾信息,专用机械,主板,2020-12-22
003026.SZ,003026,中晶科技,半导体,主板,2020-12-18
603112.SH,603112,华翔股份,机械基件,主板,2020-09-17
605122.SH,605122,四方新材,水泥,主板,2021-03-10
300891.SZ,300891,惠云钛业,化工原料,创业板,2020-09-17
605338.SH,605338,巴比食品,食品,主板,2020-10-12
300900.SZ,300900,广联航空,航空,创业板,2020-10-29
605336.SH,605336,*ST帅电,家用电器,主板,2020-10-19
300909.SZ,300909,汇创达,元器件,创业板,2020-11-18
605081.SH,605081,*ST太和,环境保护,主板,2021-02-09
300882.SZ,300882,万胜智能,电器仪表,创业板,2020-09-10
003028.SZ,003028,振邦智能,元器件,主板,2020-12-28
605268.SH,605268,王力安防,家居用品,主板,2021-02-24
300893.SZ,300893,松原安全,汽车配件,创业板,2020-09-24
300881.SZ,300881,盛德鑫泰,钢加工,创业板,2020-09-01
605179.SH,605179,一鸣食品,乳制品,主板,2020-12-28
300879.SZ,300879,大叶股份,农用机械,创业板,2020-09-01
601279.SH,601279,英利汽车,汽车配件,主板,2021-04-15
605337.SH,605337,李子园,乳制品,主板,2021-02-08
300942.SZ,300942,易瑞生物,医疗保健,创业板,2021-02-09
603759.SH,603759,海天股份,水务,主板,2021-03-26
300932.SZ,300932,三友联众,电气设备,创业板,2021-01-22
300614.SZ,300614,百川畅银,环境保护,创业板,2021-05-25
301025.SZ,301025,读客文化,出版业,创业板,2021-07-19
603155.SH,603155,新亚强,化工原料,主板,2020-09-01
003015.SZ,003015,日久光电,元器件,主板,2020-10-21
605069.SH,605069,正和生态,环境保护,主板,2021-08-16
300923.SZ,300923,研奥股份,运输设备,创业板,2020-12-24
003029.SZ,003029,吉大正元,软件服务,主板,2020-12-24
605155.SH,605155,西大门,家居用品,主板,2020-12-31
605005.SH,605005,合兴股份,汽车配件,主板,2021-01-19
003017.SZ,003017,大洋生物,化工原料,主板,2020-10-26
601658.SH,601658,邮储银行,银行,主板,2019-12-10
301006.SZ,301006,迈拓股份,电器仪表,创业板,2021-06-07
605258.SH,605258,协和电子,元器件,主板,2020-12-03
300930.SZ,300930,屹通新材,小金属,创业板,2021-01-21
605060.SH,605060,联德股份,机械基件,主板,2021-03-01
003018.SZ,003018,金富科技,塑料,主板,2020-11-06
605117.SH,605117,德业股份,电气设备,主板,2021-04-20
300906.SZ,300906,日月明,运输设备,创业板,2020-11-05
605068.SH,605068,明新旭腾,汽车配件,主板,2020-11-23
605018.SH,605018,长华集团,汽车配件,主板,2020-09-29
605058.SH,605058,澳弘电子,元器件,主板,2020-10-21
300907.SZ,300907,康平科技,电气设备,创业板,2020-11-18
300872.SZ,300872,天阳科技,软件服务,创业板,2020-08-24
603261.SH,603261,*ST立航,航空,主板,2022-03-15
301068.SZ,301068,大地海洋,环境保护,创业板,2021-09-28
605277.SH,605277,新亚电子,元器件,主板,2021-01-06
300917.SZ,300917,特发服务,房产服务,创业板,2020-12-21
300905.SZ,300905,宝丽迪,染料涂料,创业板,2020-11-05
605298.SH,605298,必得科技,运输设备,主板,2021-03-01
605196.SH,605196,华通线缆,电气设备,主板,2021-05-11
603931.SH,603931,格林达,化工原料,主板,2020-08-19
605011.SH,605011,杭州热电,供气供热,主板,2021-06-30
301587.SZ,301587,中瑞股份,电气设备,创业板,2024-04-08
605378.SH,605378,野马电池,电气设备,主板,2021-04-12
605376.SH,605376,博迁新材,小金属,主板,2020-12-08
600916.SH,600916,中国黄金,服饰,主板,2021-02-05
300926.SZ,300926,博俊科技,汽车配件,创业板,2021-01-07
301021.SZ,301021,英诺激光,专用机械,创业板,2021-07-06
601686.SH,601686,友发集团,钢加工,主板,2020-12-04
301010.SZ,301010,晶雪节能,其他建材,创业板,2021-06-18
300937.SZ,300937,药易购,医药商业,创业板,2021-01-27
605319.SH,605319,无锡振华,汽车配件,主板,2021-06-07
605208.SH,605208,永茂泰,铝,主板,2021-03-08
601156.SH,601156,东航物流,仓储物流,主板,2021-06-09
300774.SZ,300774,倍杰特,环境保护,创业板,2021-08-04
605162.SH,605162,新中港,供气供热,主板,2021-07-07
601825.SH,601825,沪农商行,银行,主板,2021-08-19
003030.SZ,003030,祖名股份,食品,主板,2021-01-06
300999.SZ,300999,金龙鱼,食品,创业板,2020-10-15
605305.SH,605305,中际联合,工程机械,主板,2021-05-06
605286.SH,605286,同力天启,运输设备,主板,2021-03-22
003031.SZ,003031,中瓷电子,元器件,主板,2021-01-04
605300.SH,605300,佳禾食品,乳制品,主板,2021-04-30
603171.SH,603171,税友股份,软件服务,主板,2021-06-30
003039.SZ,003039,顺控发展,水务,主板,2021-03-08
300913.SZ,300913,兆龙互连,通信设备,创业板,2020-12-07
300884.SZ,300884,狄耐克,IT设备,创业板,2020-11-12
300986.SZ,300986,志特新材,建筑工程,创业板,2021-04-30
603324.SH,603324,盛剑科技,环境保护,主板,2021-04-07
601816.SH,601816,京沪高铁,铁路,主板,2020-01-16
301299.SZ,301299,卓创资讯,互联网,创业板,2022-10-19
300921.SZ,300921,南凌科技,互联网,创业板,2020-12-22
300911.SZ,300911,亿田智能,家用电器,创业板,2020-12-03
300918.SZ,300918,南山智尚,纺织,创业板,2020-12-22
300940.SZ,300940,南极光,元器件,创业板,2021-02-03
001299.SZ,001299,美能能源,供气供热,主板,2022-10-31
605086.SH,605086,龙高股份,矿物制品,主板,2021-04-16
605287.SH,605287,德才股份,装修装饰,主板,2021-07-06
605016.SH,605016,百龙创园,食品,主板,2021-04-21
300925.SZ,300925,法本信息,软件服务,创业板,2020-12-30
300920.SZ,300920,润阳科技,塑料,创业板,2020-12-25
300903.SZ,300903,科翔股份,元器件,创业板,2020-11-05
300977.SZ,300977,深圳瑞捷,建筑工程,创业板,2021-04-20
600906.SH,600906,财达证券,证券,主板,2021-05-07
300950.SZ,300950,德固特,专用机械,创业板,2021-03-03
300948.SZ,300948,冠中生态,环境保护,创业板,2021-02-25
605080.SH,605080,浙江自然,文教休闲,主板,2021-05-06
300916.SZ,300916,朗特智能,元器件,创业板,2020-12-02
003037.SZ,003037,三和管桩,水泥,主板,2021-02-04
605028.SH,605028,世茂能源,供气供热,主板,2021-07-12
300998.SZ,300998,宁波方正,专用机械,创业板,2021-06-02
300895.SZ,300895,铜牛信息,软件服务,创业板,2020-09-24
605589.SH,605589,圣泉集团,化工原料,主板,2021-08-10
301081.SZ,301081,严牌股份,环境保护,创业板,2021-10-20
301024.SZ,301024,霍普股份,建筑工程,创业板,2021-07-28
300961.SZ,300961,深水海纳,环境保护,创业板,2021-03-30
301116.SZ,301116,益客食品,食品,创业板,2022-01-18
605089.SH,605089,味知香,食品,主板,2021-04-27
600032.SH,600032,浙江新能,新型电力,主板,2021-05-25
300965.SZ,300965,恒宇信通,航空,创业板,2021-04-02
300947.SZ,300947,德必集团,房产服务,创业板,2021-02-10
300972.SZ,300972,万辰集团,食品,创业板,2021-04-19
003035.SZ,003035,南网能源,新型电力,主板,2021-01-19
301030.SZ,301030,*ST仕净,环境保护,创业板,2021-07-22
600905.SH,600905,三峡能源,新型电力,主板,2021-06-10
600935.SH,600935,华塑股份,化工原料,主板,2021-11-26
300946.SZ,300946,恒而达,机械基件,创业板,2021-02-08
300964.SZ,300964,本川智能,元器件,创业板,2021-08-05
301002.SZ,301002,崧盛股份,电气设备,创业板,2021-06-07
301171.SZ,301171,易点天下,互联网,创业板,2022-08-19
301023.SZ,301023,奕帆传动,电气设备,创业板,2021-07-07
301036.SZ,301036,双乐股份,染料涂料,创业板,2021-07-29
301011.SZ,301011,华立科技,文教休闲,创业板,2021-06-17
301029.SZ,301029,怡合达,专用机械,创业板,2021-07-23
300967.SZ,300967,晓鸣股份,农业综合,创业板,2021-04-13
605499.SH,605499,东鹏饮料,软饮料,主板,2021-05-27
300993.SZ,300993,玉马科技,家居用品,创业板,2021-05-24
300956.SZ,300956,英力股份,元器件,创业板,2021-03-26
300997.SZ,300997,欢乐家,软饮料,创业板,2021-06-02
605189.SH,605189,富春染织,纺织,主板,2021-05-28
300951.SZ,300951,博硕科技,元器件,创业板,2021-02-26
300919.SZ,300919,中伟新材,电气设备,创业板,2020-12-23
301000.SZ,301000,肇民科技,汽车配件,创业板,2021-05-28
301190.SZ,301190,善水科技,染料涂料,创业板,2021-12-24
301182.SZ,301182,凯旺科技,元器件,创业板,2021-12-23
300975.SZ,300975,商络电子,元器件,创业板,2021-04-21
300973.SZ,300973,立高食品,食品,创业板,2021-04-15
300955.SZ,300955,嘉亨家化,日用化工,创业板,2021-03-24
300966.SZ,300966,共同药业,化学制药,创业板,2021-04-09
003040.SZ,003040,楚天龙,通信设备,主板,2021-03-22
300959.SZ,300959,线上线下,电信运营,创业板,2021-03-22
601995.SH,601995,中金公司,证券,主板,2020-11-02
003038.SZ,003038,鑫铂股份,铝,主板,2021-02-10
001206.SZ,001206,依依股份,造纸,主板,2021-05-18
605507.SH,605507,国邦医药,化学制药,主板,2021-08-02
605056.SH,605056,咸亨国际,电器仪表,主板,2021-07-20
601399.SH,601399,国机重装,工程机械,主板,2020-06-08
605020.SH,605020,永和股份,化工原料,主板,2021-07-09
003042.SZ,003042,中农联合,农药化肥,主板,2021-04-06
605566.SH,605566,福莱蒽特,染料涂料,主板,2021-10-25
603216.SH,603216,梦天家居,家居用品,主板,2021-12-15
605365.SH,605365,立达信,家用电器,主板,2021-07-20
001215.SZ,001215,千味央厨,食品,主板,2021-09-06
605488.SH,605488,福莱新材,塑料,主板,2021-05-13
301181.SZ,301181,标榜股份,汽车配件,创业板,2022-02-21
001207.SZ,001207,联科科技,化工原料,主板,2021-06-23
605167.SH,605167,利柏特,建筑工程,主板,2021-07-26
601921.SH,601921,浙版传媒,出版业,主板,2021-07-23
001202.SZ,001202,炬申股份,仓储物流,主板,2021-04-29
603511.SH,603511,爱慕股份,服饰,主板,2021-05-31
605259.SH,605259,绿田机械,农用机械,主板,2021-06-15
001269.SZ,001269,欧晶科技,矿物制品,主板,2022-09-30
300983.SZ,300983,尤安设计,建筑工程,创业板,2021-04-20
301022.SZ,301022,海泰科,专用机械,创业板,2021-07-02
301037.SZ,301037,保立佳,染料涂料,创业板,2021-07-30
300985.SZ,300985,致远新能,汽车配件,创业板,2021-04-29
301052.SZ,301052,果麦文化,出版业,创业板,2021-08-30
301016.SZ,301016,雷尔伟,运输设备,创业板,2021-06-30
300995.SZ,300995,奇德新材,塑料,创业板,2021-05-26
300984.SZ,300984,金沃股份,机械基件,创业板,2021-06-18
001205.SZ,001205,盛航股份,水运,主板,2021-05-13
001213.SZ,001213,中铁特货,铁路,主板,2021-09-08
001219.SZ,001219,青岛食品,食品,主板,2021-10-21
001212.SZ,001212,中旗新材,其他建材,主板,2021-08-23
600955.SH,600955,维远股份,化工原料,主板,2021-09-15
603107.SH,603107,上海汽配,汽车配件,主板,2023-11-01
001217.SZ,001217,华尔泰,化工原料,主板,2021-09-29
605588.SH,605588,冠石科技,元器件,主板,2021-08-12
605555.SH,605555,德昌股份,家用电器,主板,2021-10-21
605598.SH,605598,上海港湾,建筑工程,主板,2021-09-17
001211.SZ,001211,双枪科技,家居用品,主板,2021-08-05
605138.SH,605138,盛泰集团,服饰,主板,2021-10-27
001288.SZ,001288,运机集团,专用机械,主板,2021-11-01
001208.SZ,001208,华菱线缆,电气设备,主板,2021-06-24
603836.SH,603836,海程邦达,仓储物流,主板,2021-05-26
001209.SZ,001209,洪兴股份,服饰,主板,2021-07-23
605580.SH,605580,恒盛能源,供气供热,主板,2021-08-19
300969.SZ,300969,恒帅股份,汽车配件,创业板,2021-04-12
301069.SZ,301069,凯盛新材,化工原料,创业板,2021-09-27
301033.SZ,301033,迈普医学,医疗保健,创业板,2021-07-26
301169.SZ,301169,零点有数,文教休闲,创业板,2021-11-03
300976.SZ,300976,达瑞电子,元器件,创业板,2021-04-19
301099.SZ,301099,雅创电子,元器件,创业板,2021-11-22
301093.SZ,301093,华兰股份,医疗保健,创业板,2021-11-01
300979.SZ,300979,华利集团,服饰,创业板,2021-04-26
301027.SZ,301027,华蓝集团,建筑工程,创业板,2021-07-15
301009.SZ,301009,可靠股份,造纸,创业板,2021-06-17
301043.SZ,301043,绿岛风,机械基件,创业板,2021-08-11
300990.SZ,300990,同飞股份,专用机械,创业板,2021-05-12
301059.SZ,301059,金三江,化工原料,创业板,2021-09-13
301013.SZ,301013,利和兴,专用机械,创业板,2021-06-29
300957.SZ,300957,贝泰妮,日用化工,创业板,2021-03-25
301001.SZ,301001,凯淳股份,互联网,创业板,2021-05-28
300989.SZ,300989,蕾奥规划,建筑工程,创业板,2021-05-07
301066.SZ,301066,万事利,纺织,创业板,2021-09-22
301004.SZ,301004,嘉益股份,家居用品,创业板,2021-06-25
300854.SZ,300854,中兰环保,环境保护,创业板,2021-09-16
301198.SZ,301198,喜悦智行,塑料,创业板,2021-12-02
300992.SZ,300992,泰福泵业,机械基件,创业板,2021-05-25
301077.SZ,301077,星华新材,化工原料,创业板,2021-09-30
300980.SZ,300980,祥源新材,塑料,创业板,2021-04-21
300844.SZ,300844,山水比德,建筑工程,创业板,2021-08-13
301065.SZ,301065,本立科技,化学制药,创业板,2021-09-14
301082.SZ,301082,久盛电气,电气设备,创业板,2021-10-27
301055.SZ,301055,张小泉,家居用品,创业板,2021-09-06
301040.SZ,301040,中环海陆,机械基件,创业板,2021-08-03
301019.SZ,301019,宁波色母,塑料,创业板,2021-06-28
301067.SZ,301067,显盈科技,元器件,创业板,2021-09-22
301070.SZ,301070,开勒股份,机械基件,创业板,2021-09-23
301061.SZ,301061,匠心家居,家居用品,创业板,2021-09-13
301336.SZ,301336,趣睡科技,家居用品,创业板,2022-08-12
301003.SZ,301003,江苏博云,塑料,创业板,2021-06-01
301152.SZ,301152,天力锂能,小金属,创业板,2022-08-29
301060.SZ,301060,兰卫医学,医疗保健,创业板,2021-09-13
300991.SZ,300991,创益通,元器件,创业板,2021-05-20
300814.SZ,300814,中富电路,元器件,创业板,2021-08-12
301185.SZ,301185,鸥玛软件,软件服务,创业板,2021-11-19
301120.SZ,301120,新特电气,电气设备,创业板,2022-04-19
301108.SZ,301108,洁雅股份,日用化工,创业板,2021-12-03
301159.SZ,301159,三维天地,软件服务,创业板,2022-01-07
300988.SZ,300988,津荣天宇,机械基件,创业板,2021-05-12
301118.SZ,301118,恒光股份,化工原料,创业板,2021-11-18
300971.SZ,300971,博亚精工,机械基件,创业板,2021-04-15
301031.SZ,301031,中熔电气,电气设备,创业板,2021-07-15
301049.SZ,301049,超越科技,环境保护,创业板,2021-08-24
301072.SZ,301072,中捷精工,汽车配件,创业板,2021-09-29
301089.SZ,301089,拓新药业,化学制药,创业板,2021-10-27
301085.SZ,301085,亚康股份,软件服务,创业板,2021-10-18
301078.SZ,301078,孩子王,其他商业,创业板,2021-10-14
301129.SZ,301129,瑞纳智能,电器仪表,创业板,2021-11-02
